Year,Day,Hour,Minute,points_in_IMF_avgs,Percent_interp.,CP/MV_Flag,Timeshift_sec,Phase_frnt_nrml_X,Phase_frnt_nrml_Y,Phase_frnt_nrml_Z,ScalarB_nT,Bx_nT_GSE_GSM,By_nT_GSE,Bz_nT_GSE,By_nT_GSM,Bz_nT_GSM,RMS_timeshift_sec,RMS_phase_front_normal,RMS_ScalarB_nT,RMS_Field vector_nT,points_in_plasma_avgs,Flow_speed_kms,Vx_Velocity_kms_GSE,Vy_Velocity_kms_GSE,Vz_Velocity_kms_GSE,Proton_Density_ncc,Temperature_K,X_sc_GSE_Re,Y_sc_GSE_Re,Z_sc_GSE_Re,X_target_GSE_Re,Y_target_GSE_Re,Z_target_GSE_Re,RMS_target_Re,DBOT1_sec,DBOT2_sec,Bz_Present,Datetime,Vx_Present,Proton_Density_Present,Abs_Vx_Velocity_kms_GSE,Month
2017,167,13,35,5,0,1.0,3632,0.78,0.61,0.1,9.74,5.79,-4.69,-6.23,-5.35,-5.67,48,0.08,0.4,0.66,5,459.6,-457.8,-16.1,37.8,14.07,213695.0,234.39,40.24,-3.04,10.5,-0.3,-0.87,0.02,33,31,1,2017-06-16 13:35:00,1,1,457.8,6
2017,167,13,45,5,0,0.4,3529,0.81,0.59,-0.06,9.18,-2.63,2.39,-7.98,1.53,-8.19,28,0.06,0.33,2.35,5,459.0,-457.4,-18.3,31.7,13.99,189282.0,234.4,40.24,-3.05,10.32,-0.29,-0.7,0.07,62,62,1,2017-06-16 13:45:00,1,1,457.4,6
2017,167,14,25,5,0,0.6,3430,0.88,0.47,0.04,9.32,2.98,-5.53,-4.48,-5.88,-4.01,5,0.02,1.05,4.86,5,463.8,-461.7,-9.3,42.6,13.64,190946.0,234.41,40.24,-3.08,10.74,-0.52,-0.98,0.21,54,54,1,2017-06-16 14:25:00,1,1,461.7,6
2017,183,10,45,5,0,0.7,2357,0.6,-0.63,0.49,8.73,-1.78,-6.44,-5.34,-7.6,-3.49,46,0.05,0.25,1.16,4,462.7,-461.8,-27.3,-4.7,12.8,67590.0,241.42,37.68,-17.14,10.64,-0.06,0.11,0.07,39,39,1,2017-07-02 10:45:00,1,1,461.8,7
2017,183,10,50,5,0,1.0,2417,0.64,-0.64,0.43,8.27,-3.53,-6.31,-3.75,-7.06,-1.99,8,0.01,0.7,1.26,5,462.9,-462.4,-23.2,-2.9,14.3,70821.0,241.42,37.67,-17.14,10.68,-0.17,0.03,0.1,59,59,1,2017-07-02 10:50:00,1,1,462.4,7
2017,190,8,55,5,100,9.9,3211,0.65,-0.08,-0.45,13.25,1.61,11.19,-6.06,9.08,-8.92,24,0.08,0.29,2.5,5,460.1,-459.5,19.1,14.1,13.25,416452.0,243.55,31.62,-22.07,10.91,-1.18,-0.35,0.07,91,91,1,2017-07-09 08:55:00,1,1,459.5,7
2017,197,10,35,5,0,0.9,3337,0.97,0.11,0.22,19.76,0.48,15.86,-10.33,11.33,-15.16,19,0.01,1.16,5.08,5,466.9,-459.4,47.0,65.9,17.85,327742.0,246.5,23.69,-26.03,9.64,-1.62,-1.52,0.2,73,73,1,2017-07-16 10:35:00,1,1,459.4,7
2017,197,10,40,5,0,0.8,3291,0.97,0.14,0.19,17.0,-2.48,11.29,-2.34,9.78,-6.09,34,0.05,1.25,9.52,5,487.1,-475.7,33.0,96.9,17.21,530949.0,246.51,23.68,-26.04,10.41,-1.31,-2.05,0.38,68,68,1,2017-07-16 10:40:00,1,1,475.7,7
2017,197,10,50,5,0,0.6,3190,0.94,0.06,0.31,23.45,5.64,-17.69,-13.76,-21.36,-6.79,44,0.09,0.57,3.23,5,472.6,-468.6,25.2,52.6,13.09,495166.0,246.51,23.67,-26.04,10.28,-1.41,-1.06,0.24,73,73,1,2017-07-16 10:50:00,1,1,468.6,7
2017,197,20,10,5,20,1.0,2223,0.8,-0.24,0.55,16.95,7.24,13.08,-7.32,12.8,-7.8,40,0.07,0.14,2.65,4,598.7,-595.9,-56.8,-5.5,14.54,565474.0,246.68,23.22,-26.22,9.58,0.45,0.06,0.09,32,32,1,2017-07-16 20:10:00,1,1,595.9,7
2017,197,20,15,5,0,0.9,2226,0.87,-0.32,0.36,17.17,7.53,13.91,-5.5,13.71,-5.98,73,0.05,0.08,1.36,4,629.2,-626.9,-53.2,-2.9,19.43,751684.0,246.68,23.21,-26.22,9.55,0.36,0.06,0.42,84,73,1,2017-07-16 20:15:00,1,1,626.9,7
2017,205,21,45,5,100,9.9,2570,0.66,0.18,0.57,3.11,2.05,1.64,-1.64,1.55,-1.73,64,0.01,0.14,0.25,3,538.3,-497.0,170.9,-108.1,0.62,24952.0,249.02,14.15,-28.84,15.48,-5.9,3.09,0.0,17,17,1,2017-07-24 21:45:00,1,1,497.0,7
2017,216,7,25,5,8,0.9,3130,0.75,0.45,0.25,13.97,-5.01,9.67,-6.32,6.59,-9.49,169,0.18,0.37,2.49,5,457.2,-457.0,-8.0,-8.2,13.22,305341.0,248.35,0.05,-29.37,10.78,-0.54,0.17,0.48,129,129,1,2017-08-04 07:25:00,1,1,457.0,8
2017,216,7,30,5,53,0.3,2961,0.67,0.22,0.38,15.04,-7.88,10.12,-2.11,8.57,-5.79,182,0.24,0.42,4.95,5,456.9,-456.7,-5.7,-3.7,13.62,290380.0,248.35,0.04,-29.37,11.13,-0.58,0.06,0.42,68,-6,1,2017-08-04 07:30:00,1,1,456.7,8
2017,243,7,40,5,0,0.9,2940,0.89,0.46,-0.05,16.05,-8.11,11.4,-3.49,8.37,-8.48,26,0.05,0.24,6.18,5,482.5,-482.1,12.8,3.1,13.38,589063.0,241.75,-32.44,-16.48,11.06,-0.96,-0.09,0.21,61,61,1,2017-08-31 07:40:00,1,1,482.1,8
2017,243,7,45,5,0,1.0,2838,0.88,0.48,0.03,18.37,-0.09,2.68,-17.37,-5.93,-16.54,22,0.02,1.33,3.99,5,487.1,-485.4,0.1,40.0,13.09,591287.0,241.75,-32.44,-16.48,9.32,-0.54,-0.81,0.18,77,77,1,2017-08-31 07:45:00,1,1,485.4,8
2017,243,7,50,5,0,0.9,2854,0.92,0.4,0.03,15.26,-3.93,8.64,-3.09,6.11,-6.86,15,0.02,2.71,11.21,5,518.0,-512.0,54.6,-4.8,13.57,697260.0,241.75,-32.44,-16.48,10.27,-2.02,0.35,0.24,52,52,1,2017-08-31 07:50:00,1,1,512.0,8
2017,243,8,5,5,0,0.9,3139,0.85,0.45,-0.27,11.59,-4.18,6.96,-0.96,5.62,-4.22,28,0.06,0.34,7.45,5,534.9,-521.3,117.8,-13.1,13.71,881897.0,241.74,-32.45,-16.47,10.45,-2.94,0.28,0.15,51,49,1,2017-08-31 08:05:00,1,1,521.3,8
2017,243,8,10,5,0,0.9,3116,0.83,0.46,-0.32,13.1,-1.73,-4.25,-11.43,-9.29,-7.9,38,0.03,0.7,2.17,5,534.1,-523.2,104.1,-24.8,13.81,838460.0,241.74,-32.45,-16.47,9.36,-2.36,0.46,0.21,75,75,1,2017-08-31 08:10:00,1,1,523.2,8
2017,243,8,15,5,0,1.0,3086,0.77,0.54,-0.34,15.33,-5.53,-2.45,-12.24,-8.14,-9.47,19,0.01,0.55,5.57,5,551.0,-541.3,96.5,-34.8,14.29,835918.0,241.74,-32.46,-16.47,9.14,-2.13,0.6,0.13,48,48,1,2017-08-31 08:15:00,1,1,541.3,8
2017,243,8,20,5,0,0.8,3004,0.82,0.5,-0.19,14.25,-4.28,7.54,1.12,7.12,-2.75,114,0.15,3.35,9.56,5,557.8,-545.7,110.0,-31.7,13.17,772128.0,241.74,-32.46,-16.47,10.45,-2.72,0.56,0.37,119,109,1,2017-08-31 08:20:00,1,1,545.7,8
2017,247,16,15,5,0,1.0,2497,0.37,0.09,0.92,4.87,2.44,2.97,-1.81,1.98,-2.85,15,0.02,0.4,2.13,5,477.6,-477.5,-3.1,-0.7,13.51,215265.0,239.32,-36.16,-12.9,10.95,-0.62,-0.02,0.06,64,64,1,2017-09-04 16:15:00,1,1,477.5,9
2017,247,16,20,5,9,1.0,2506,0.38,0.02,0.92,5.39,3.95,3.15,-1.67,2.21,-2.79,46,0.04,0.11,0.33,5,487.9,-487.9,0.2,0.3,14.14,201191.0,239.32,-36.17,-12.9,10.85,-0.67,-0.01,0.1,47,46,1,2017-09-04 16:20:00,1,1,487.9,9
2017,247,16,25,5,98,0.0,2540,0.39,-0.04,0.91,5.19,3.88,3.07,-0.56,2.59,-1.74,64,0.04,0.23,0.73,3,485.9,-485.8,-0.6,-4.4,13.95,215937.0,239.32,-36.17,-12.9,11.0,-0.67,0.07,0.06,77,72,1,2017-09-04 16:25:00,1,1,485.8,9
2017,247,17,50,5,100,9.9,3184,0.76,-0.27,-0.5,7.32,3.24,5.85,-2.54,4.64,-4.38,18,0.04,0.06,1.42,5,486.7,-486.4,-19.0,1.4,12.88,225105.0,239.29,-36.21,-12.85,10.93,-0.24,-0.04,0.03,70,70,1,2017-09-04 17:50:00,1,1,486.4,9
2017,247,17,55,5,97,0.0,2909,0.63,-0.16,-0.25,7.23,3.27,5.67,-2.47,4.52,-4.23,261,0.28,0.37,1.01,5,491.4,-490.9,-20.9,0.1,12.97,223427.0,239.29,-36.21,-12.85,11.08,-0.2,0.04,0.23,164,164,1,2017-09-04 17:55:00,1,1,490.9,9
2017,247,18,10,5,95,0.0,2848,0.61,-0.18,0.25,6.44,2.92,4.76,-1.63,3.97,-3.09,280,0.36,0.35,0.88,5,489.1,-488.9,-13.0,-1.7,12.96,214922.0,239.28,-36.22,-12.84,11.19,-0.35,0.13,0.24,191,153,1,2017-09-04 18:10:00,1,1,488.9,9
2017,247,20,45,5,0,0.7,2640,0.54,0.07,0.83,7.89,6.23,2.48,-4.06,1.41,-4.54,36,0.06,0.14,0.64,5,518.3,-517.9,9.3,18.5,12.87,274017.0,239.23,-36.31,-12.74,10.49,-0.79,-0.38,0.02,37,36,1,2017-09-04 20:45:00,1,1,517.9,9
2017,247,20,50,5,0,0.7,2689,0.55,-0.04,0.83,7.96,6.62,0.24,-4.21,-0.78,-4.15,2,0.02,0.1,1.17,5,517.4,-517.1,11.9,17.1,12.86,262923.0,239.23,-36.31,-12.74,10.49,-0.85,-0.33,0.03,57,57,1,2017-09-04 20:50:00,1,1,517.1,9
2017,250,2,25,5,0,0.9,2526,0.77,0.59,0.2,6.45,3.97,-3.32,-3.34,-4.16,-2.21,5,0.03,1.23,1.56,5,585.1,-575.0,58.1,91.2,14.07,609289.0,238.13,-37.99,-10.79,9.94,-1.52,-1.57,0.13,76,76,1,2017-09-07 02:25:00,1,1,575.0,9
2017,250,2,30,5,0,1.0,2526,0.82,0.54,0.17,5.9,1.46,-1.91,-3.71,-2.93,-2.97,3,0.04,1.53,3.14,5,578.3,-569.3,53.4,86.2,14.0,582886.0,238.13,-37.99,-10.79,9.98,-1.45,-1.49,0.15,61,61,1,2017-09-07 02:30:00,1,1,569.3,9
2017,250,2,35,5,10,0.9,2527,0.92,0.34,0.15,6.64,1.57,-1.71,-4.92,-3.1,-4.18,3,0.1,0.63,3.07,5,575.4,-567.4,49.4,81.7,13.53,590457.0,238.13,-38.0,-10.78,9.9,-1.39,-1.44,0.1,58,58,1,2017-09-07 02:35:00,1,1,567.4,9
2017,250,3,0,5,0,0.9,2566,0.94,0.09,0.28,5.85,2.06,-1.12,-4.86,-2.59,-4.26,43,0.11,1.75,2.29,5,577.1,-570.4,44.9,75.1,12.79,634673.0,238.12,-38.01,-10.77,10.01,-1.32,-1.31,0.13,89,89,1,2017-09-07 03:00:00,1,1,570.4,9
2017,250,3,5,5,0,0.8,2487,0.91,0.28,0.07,5.09,0.66,-2.73,-3.52,-3.71,-2.46,27,0.11,1.13,2.22,5,583.5,-575.7,54.0,78.6,12.82,570366.0,238.12,-38.01,-10.77,10.1,-1.48,-1.37,0.12,68,68,1,2017-09-07 03:05:00,1,1,575.7,9
2017,250,3,10,5,0,0.9,2473,0.85,0.43,0.03,5.65,-1.24,1.69,-4.03,0.3,-4.36,42,0.13,0.8,2.99,5,585.1,-576.7,57.8,80.1,12.74,489288.0,238.12,-38.01,-10.76,9.99,-1.52,-1.4,0.1,59,52,1,2017-09-07 03:10:00,1,1,576.7,9
2018,68,23,20,5,0,0.5,3221,0.7,-0.34,0.63,9.86,6.59,3.04,-6.02,5.8,-3.44,8,0.02,0.36,2.8,5,457.4,-457.1,3.3,16.1,15.36,106960.0,230.27,-41.29,-5.27,10.38,-0.77,-0.38,0.05,52,52,1,2018-03-09 23:20:00,1,1,457.1,3
2018,110,10,45,5,100,9.9,3715,0.61,0.7,0.05,15.57,11.18,-10.55,-0.4,-10.29,-2.37,30,0.07,0.19,1.59,4,474.9,-469.9,66.5,15.4,13.64,446074.0,221.71,-1.17,26.12,11.2,-2.31,-0.4,0.09,44,44,1,2018-04-20 10:45:00,1,1,469.9,4
2018,110,10,50,5,100,9.9,3654,0.5,0.74,-0.29,15.37,12.45,-8.41,-2.11,-7.87,-3.65,29,0.1,0.21,2.22,5,464.1,-458.9,64.8,25.0,14.81,418667.0,221.71,-1.16,26.12,10.92,-2.25,-0.56,0.09,70,70,1,2018-04-20 10:50:00,1,1,458.9,4
2018,110,10,55,3,17,0.7,3788,0.55,0.78,-0.22,15.38,11.24,-8.64,-5.85,-7.39,-7.36,84,0.18,0.05,0.85,3,467.9,-463.1,66.2,8.8,14.1,368635.0,221.71,-1.16,26.12,10.5,-2.19,-0.17,0.02,29,29,1,2018-04-20 10:55:00,1,1,463.1,4
2018,110,11,0,5,19,1.0,3802,0.61,0.75,-0.04,14.96,10.53,-8.88,-5.68,-7.66,-7.25,89,0.21,0.23,1.07,5,467.9,-462.8,68.7,2.8,13.8,370055.0,221.71,-1.15,26.12,10.54,-2.25,-0.03,0.05,101,101,1,2018-04-20 11:00:00,1,1,462.8,4
2018,110,11,5,5,0,1.0,3568,0.75,0.64,0.19,14.45,8.12,-8.28,-5.95,-7.02,-7.4,22,0.02,0.68,5.32,5,470.8,-465.0,72.0,-9.5,13.74,385701.0,221.71,-1.14,26.12,10.45,-2.29,0.26,0.24,81,81,1,2018-04-20 11:05:00,1,1,465.0,4
2018,110,11,10,5,0,0.8,3600,0.72,0.68,0.1,14.89,7.98,-7.17,-10.15,-5.14,-11.32,46,0.05,0.48,1.53,5,470.2,-464.0,72.0,-22.4,13.4,394763.0,221.71,-1.14,26.12,9.98,-2.18,0.45,0.14,50,41,1,2018-04-20 11:10:00,1,1,464.0,4
2018,110,11,15,5,0,1.0,3676,0.68,0.73,0.04,14.64,7.12,-6.56,-10.73,-4.43,-11.77,47,0.03,0.27,1.85,5,473.9,-467.6,71.6,-27.5,13.26,383258.0,221.71,-1.13,26.12,9.91,-2.13,0.56,0.07,29,29,1,2018-04-20 11:15:00,1,1,467.6,4
2018,110,11,20,5,14,0.9,3745,0.63,0.76,-0.08,14.91,8.21,-8.96,-7.69,-7.36,-9.24,161,0.11,0.54,2.64,5,467.4,-462.4,64.2,-12.1,13.24,373613.0,221.71,-1.13,26.12,10.35,-2.13,0.37,0.19,123,122,1,2018-04-20 11:20:00,1,1,462.4,4
2018,110,11,25,5,45,0.4,3566,0.64,0.71,-0.22,14.2,9.39,-8.82,-1.58,-8.37,-3.21,190,0.09,0.47,2.38,5,463.6,-458.7,62.8,9.9,13.49,373159.0,221.7,-1.12,26.13,11.06,-2.26,-0.24,0.6,-16,-162,1,2018-04-20 11:25:00,1,1,458.7,4
2018,110,11,30,5,10,0.7,3309,0.78,0.6,-0.12,14.47,8.01,-11.11,-2.48,-10.44,-4.54,212,0.11,0.59,2.7,5,461.3,-457.4,55.5,18.5,13.56,346780.0,221.7,-1.12,26.13,11.07,-2.0,-0.49,0.25,189,83,1,2018-04-20 11:30:00,1,1,457.4,4
2018,153,1,15,5,100,9.9,1722,0.71,-0.3,-0.22,3.42,-1.06,2.06,-2.36,2.62,-1.72,58,0.09,0.43,0.85,3,717.6,-707.6,96.5,-69.5,1.07,259628.0,233.67,40.69,7.6,13.82,-2.41,1.31,0.0,20,20,1,2018-06-02 01:15:00,1,1,707.6,6
2018,153,1,20,5,100,9.9,1941,0.68,-0.05,-0.07,3.48,-1.12,2.2,-2.45,2.77,-1.77,69,0.08,0.8,0.81,3,718.9,-708.3,98.3,-73.1,1.02,243211.0,233.67,40.69,7.6,13.92,-2.53,1.46,0.0,12,12,1,2018-06-02 01:20:00,1,1,708.3,6
2018,169,11,15,5,70,0.3,3375,0.64,0.39,0.64,11.8,-1.34,9.55,-3.71,8.83,-5.18,118,0.08,0.12,2.83,5,498.5,-497.9,6.0,17.3,13.2,642100.0,242.41,37.03,-7.76,10.94,-0.75,-0.39,0.48,123,93,1,2018-06-18 11:15:00,1,1,497.9,6
2018,169,11,20,5,93,0.5,3282,0.67,0.28,0.6,11.83,-1.12,10.26,-2.48,9.74,-4.08,322,0.16,0.06,2.22,5,505.4,-505.0,-3.6,17.0,13.36,670680.0,242.42,37.02,-7.77,10.99,-0.6,-0.32,0.35,129,-41,1,2018-06-18 11:20:00,1,1,505.0,6
2018,169,11,25,5,91,0.0,3916,0.75,0.38,0.18,11.78,-4.06,8.22,-0.36,8.06,-1.66,608,0.23,0.13,3.45,5,486.8,-486.3,6.8,13.7,12.73,588645.0,242.42,37.02,-7.77,11.32,-0.95,-0.24,0.53,-119,-793,1,2018-06-18 11:25:00,1,1,486.3,6
