Year,Day,Hour,Minute,points_in_IMF_avgs,Percent_interp.,CP/MV_Flag,Timeshift_sec,Phase_frnt_nrml_X,Phase_frnt_nrml_Y,Phase_frnt_nrml_Z,ScalarB_nT,Bx_nT_GSE_GSM,By_nT_GSE,Bz_nT_GSE,By_nT_GSM,Bz_nT_GSM,RMS_timeshift_sec,RMS_phase_front_normal,RMS_ScalarB_nT,RMS_Field vector_nT,points_in_plasma_avgs,Flow_speed_kms,Vx_Velocity_kms_GSE,Vy_Velocity_kms_GSE,Vz_Velocity_kms_GSE,Proton_Density_ncc,Temperature_K,X_sc_GSE_Re,Y_sc_GSE_Re,Z_sc_GSE_Re,X_target_GSE_Re,Y_target_GSE_Re,Z_target_GSE_Re,RMS_target_Re,DBOT1_sec,DBOT2_sec,Bz_Present,Datetime,Vx_Present,Proton_Density_Present,Abs_Vx_Velocity_kms_GSE,Month
1998,69,15,40,5,0,0.7,3425,0.86,0.45,0.26,18.8,5.97,-5.35,-7.82,-2.39,-9.15,61,0.03,1.3,13.1,5,511.7,-501.7,83.2,20.0,10.98,295042.0,243.09,-7.05,21.3,10.49,-2.28,-0.43,0.56,78,78,1,1998-03-10 15:40:00,1,1,501.7,3
1998,69,15,45,5,0,0.8,3321,0.86,0.44,0.25,17.58,4.05,-0.86,-15.47,4.48,-14.84,38,0.03,0.64,5.86,5,546.3,-533.7,113.3,5.5,10.86,322904.0,243.09,-7.06,21.3,9.13,-2.31,-0.13,0.26,66,64,1,1998-03-10 15:45:00,1,1,533.7,3
1998,69,15,50,5,32,0.9,3069,0.87,0.16,0.27,18.17,6.6,-5.2,-14.08,-0.02,-15.01,252,0.3,0.99,7.06,5,530.4,-521.4,93.5,13.1,11.41,324507.0,243.09,-7.07,21.29,9.38,-2.15,-0.28,0.18,145,141,1,1998-03-10 15:50:00,1,1,521.4,3
1998,69,15,55,5,44,0.4,2817,0.86,-0.23,0.25,17.79,4.03,-5.44,-15.75,0.4,-16.66,218,0.27,0.59,2.55,5,528.1,-519.8,88.5,3.6,11.64,353111.0,243.09,-7.07,21.29,9.16,-1.96,0.03,0.28,142,-18,1,1998-03-10 15:55:00,1,1,519.8,3
1998,69,16,0,5,7,0.7,2630,0.84,-0.44,0.23,17.66,1.16,-6.67,-15.95,-0.62,-17.28,80,0.1,0.26,1.9,5,534.9,-530.7,65.5,-2.5,10.99,344412.0,243.09,-7.09,21.29,9.2,-1.68,0.04,0.18,40,17,1,1998-03-10 16:00:00,1,1,530.7,3
1998,69,16,5,5,15,0.8,2467,0.69,-0.63,0.26,16.83,3.52,-1.94,-15.81,3.82,-15.46,109,0.14,0.48,2.2,4,527.4,-520.2,85.4,-10.1,12.1,334964.0,243.09,-7.1,21.29,9.1,-2.06,0.27,0.09,107,95,1,1998-03-10 16:05:00,1,1,520.2,3
1998,69,16,10,5,93,0.0,2427,0.69,-0.66,0.28,16.69,6.24,-0.47,-15.24,5.04,-14.39,22,0.04,0.12,1.9,5,523.1,-512.6,101.6,-21.9,11.47,341468.0,243.09,-7.1,21.29,9.12,-2.37,0.38,0.04,43,43,1,1998-03-10 16:10:00,1,1,512.6,3
1998,69,16,15,5,100,9.9,2563,0.73,-0.42,0.23,16.72,7.41,-1.62,-13.36,3.34,-13.04,49,0.11,0.09,5.69,2,532.2,-521.8,101.5,-20.4,11.24,351900.0,243.09,-7.11,21.28,9.34,-2.34,0.37,0.15,25,25,1,1998-03-10 16:15:00,1,1,521.8,3
1998,69,16,20,5,100,9.9,2751,0.74,-0.07,0.13,16.77,1.07,-4.3,-16.07,1.9,-16.52,61,0.1,0.08,1.34,3,544.8,-535.7,93.8,-31.4,11.94,375397.0,243.09,-7.11,21.28,8.91,-2.03,0.49,0.01,19,19,1,1998-03-10 16:20:00,1,1,535.7,3
1998,69,16,30,5,100,9.9,3191,0.75,0.42,-0.01,16.54,2.08,-8.01,-14.16,-2.12,-16.12,71,0.05,0.18,1.91,2,529.3,-524.2,73.2,-3.2,11.04,349070.0,243.08,-7.11,21.28,9.47,-1.92,-0.04,0.0,10,7,1,1998-03-10 16:30:00,1,1,524.2,3
1998,69,17,55,5,100,9.9,3227,0.94,0.15,0.29,17.19,4.72,-1.92,-16.3,5.39,-15.51,41,0.03,0.2,1.13,2,506.6,-496.0,102.3,-8.3,10.84,340025.0,243.08,-7.2,21.26,9.22,-2.48,0.11,0.04,32,32,1,1998-03-10 17:55:00,1,1,496.0,3
1998,69,18,0,5,25,0.7,3330,0.91,0.3,0.28,16.59,5.31,-6.15,-14.31,0.77,-15.55,44,0.03,0.1,1.42,5,501.2,-493.1,89.3,-6.4,10.78,325057.0,243.08,-7.2,21.26,9.57,-2.29,0.13,0.04,35,35,1,1998-03-10 18:00:00,1,1,493.1,3
1998,69,18,10,5,63,0.9,3157,0.8,0.05,0.44,15.91,7.1,-6.29,-12.02,-0.26,-13.57,166,0.18,0.59,3.07,5,504.0,-492.9,105.1,0.4,10.89,315960.0,243.08,-7.21,21.26,9.71,-2.66,-0.06,0.18,147,147,1,1998-03-10 18:10:00,1,1,492.9,3
1998,69,19,10,5,71,0.5,3642,0.34,-0.15,0.92,14.4,4.19,-11.43,-4.28,-7.92,-9.29,82,0.02,0.1,2.84,5,541.0,-533.7,85.1,22.5,10.87,336523.0,243.08,-7.27,21.25,10.75,-2.48,-0.47,0.45,73,51,1,1998-03-10 19:10:00,1,1,533.7,3
1998,69,20,10,5,85,0.9,3121,0.3,-0.18,0.63,11.0,6.95,-4.06,0.04,-3.5,-2.05,196,0.1,0.23,3.9,5,537.3,-529.3,84.8,14.4,10.96,344286.0,243.08,-7.33,21.23,10.79,-2.77,-0.19,0.74,-75,-992,1,1998-03-10 20:10:00,1,1,529.3,3
1998,69,20,30,2,84,0.0,2571,0.45,-0.42,0.76,10.21,4.43,-6.82,-4.34,-3.54,-7.28,76,0.09,0.13,2.52,2,549.6,-531.7,126.8,30.4,10.89,337655.0,243.07,-7.34,21.23,10.82,-2.59,0.2,0.14,999999,999999,1,1998-03-10 20:30:00,1,1,531.7,3
1998,121,22,25,4,0,0.5,1852,0.46,0.86,-0.21,14.03,-12.09,4.42,-5.31,6.44,-2.5,58,0.05,0.08,1.25,4,545.2,-543.8,-37.3,7.9,13.53,336433.0,228.92,-33.51,-15.66,10.18,0.14,-0.16,0.08,8,8,1,1998-05-01 22:25:00,1,1,543.8,5
1998,121,22,30,5,85,0.7,2010,0.5,0.76,-0.33,11.37,-9.22,3.13,-5.8,5.54,-3.56,63,0.07,0.3,0.44,4,549.1,-547.8,-35.1,14.8,16.54,345988.0,228.92,-33.51,-15.66,9.78,0.08,-0.26,0.01,25,25,1,1998-05-01 22:30:00,1,1,547.8,5
1998,121,22,35,5,74,0.9,2018,0.53,0.7,-0.35,12.61,-9.99,4.33,-5.52,6.46,-2.73,103,0.11,1.57,2.3,4,549.4,-546.3,-54.7,11.3,14.06,329207.0,228.92,-33.51,-15.67,9.98,0.36,-0.19,0.24,87,87,1,1998-05-01 22:35:00,1,1,546.3,5
1998,121,23,10,5,0,0.9,2031,0.7,0.71,0.0,15.56,-9.43,7.72,-8.08,10.66,-3.36,34,0.02,0.23,5.08,4,569.8,-567.8,-44.7,12.9,14.7,364637.0,228.91,-33.49,-15.68,9.6,0.2,-0.23,0.1,36,36,1,1998-05-01 23:10:00,1,1,567.8,5
1998,121,23,15,5,0,1.0,2065,0.74,0.67,-0.03,16.03,-9.02,8.77,-9.23,12.13,-3.87,15,0.03,0.17,2.31,5,566.9,-564.4,-50.3,16.3,15.3,365283.0,228.91,-33.49,-15.68,9.45,0.34,-0.3,0.19,55,55,1,1998-05-01 23:15:00,1,1,564.4,5
1998,121,23,20,5,0,0.9,2125,0.79,0.61,-0.1,16.01,-5.94,7.82,-11.36,12.32,-6.21,11,0.04,0.58,4.61,5,575.0,-572.8,-42.4,21.0,14.27,368674.0,228.91,-33.49,-15.68,9.2,0.22,-0.27,0.18,56,56,1,1998-05-01 23:20:00,1,1,572.8,5
1998,122,5,10,5,0,0.3,1980,0.71,0.67,0.19,14.49,-7.18,10.01,-7.37,11.7,-4.2,29,0.05,0.37,1.44,4,623.2,-619.1,16.0,-68.8,16.68,80711.0,228.8,-33.31,-15.82,9.1,-0.69,0.99,0.2,68,68,1,1998-05-02 05:10:00,1,1,619.1,5
1998,122,6,0,5,100,9.9,1562,0.41,0.77,0.32,15.57,-12.67,7.69,-4.76,8.64,-2.7,57,0.05,0.03,0.3,4,650.2,-648.4,20.2,-44.0,12.66,36945.0,228.78,-33.28,-15.85,9.79,-0.73,0.65,0.01,190,101,1,1998-05-02 06:00:00,1,1,648.4,5
1998,122,6,5,5,100,9.9,1773,0.47,0.76,0.16,15.52,-12.29,8.37,-4.38,9.19,-2.2,55,0.03,0.05,0.47,3,645.8,-644.2,20.3,-39.2,12.09,33294.0,228.78,-33.28,-15.85,9.83,-0.77,0.6,0.0,18,18,1,1998-05-02 06:05:00,1,1,644.2,5
1998,122,6,10,5,100,9.9,1964,0.52,0.75,0.01,15.47,-11.68,8.65,-5.28,9.67,-3.03,52,0.05,0.04,0.54,3,640.7,-638.8,26.8,-42.9,12.19,37387.0,228.78,-33.28,-15.85,9.72,-0.86,0.65,0.01,22,22,1,1998-05-02 06:10:00,1,1,638.8,5
1998,122,6,15,5,73,1.0,2124,0.6,0.73,-0.19,15.35,-11.05,8.95,-5.73,10.06,-3.44,38,0.08,0.04,0.44,5,641.4,-639.1,28.4,-45.5,12.01,35425.0,228.78,-33.28,-15.85,9.67,-0.89,0.68,0.05,31,31,1,1998-05-02 06:15:00,1,1,639.1,5
1998,122,6,20,5,0,0.6,2250,0.67,0.64,-0.37,15.04,-10.49,9.23,-4.97,10.14,-2.67,33,0.06,0.25,2.11,4,639.9,-637.8,31.5,-39.7,11.59,35706.0,228.78,-33.28,-15.85,9.8,-0.93,0.61,0.1,37,37,1,1998-05-02 06:20:00,1,1,637.8,5
1998,122,6,25,5,0,0.8,2288,0.7,0.58,-0.43,14.69,-10.16,5.78,-8.69,7.63,-7.12,12,0.01,0.09,1.66,5,629.7,-627.3,7.4,-53.8,14.84,55287.0,228.76,-33.27,-15.85,9.01,-0.51,0.79,0.06,58,58,1,1998-05-02 06:25:00,1,1,627.3,5
1998,122,6,30,5,0,0.3,2269,0.7,0.58,-0.38,14.71,-9.69,7.85,-5.3,8.85,-3.38,59,0.08,0.26,4.92,5,633.3,-630.5,10.6,-58.5,14.82,50437.0,228.76,-33.27,-15.86,9.4,-0.63,0.87,0.24,69,46,1,1998-05-02 06:30:00,1,1,630.5,5
1998,122,6,35,5,0,0.6,2202,0.74,0.6,-0.29,15.39,-9.72,8.5,-7.2,9.89,-5.11,11,0.03,0.25,3.53,5,636.6,-632.5,3.6,-69.2,13.84,39942.0,228.76,-33.27,-15.86,9.34,-0.45,1.08,0.24,67,67,1,1998-05-02 06:35:00,1,1,632.5,5
1998,122,6,40,5,0,0.9,2238,0.77,0.56,-0.3,15.55,-7.85,4.48,-12.02,7.01,-10.73,14,0.02,0.2,3.43,5,628.7,-622.6,-10.4,-85.5,12.3,32774.0,228.76,-33.27,-15.86,8.9,-0.24,1.22,0.12,53,53,1,1998-05-02 06:40:00,1,1,622.6,5
1998,122,6,45,5,0,0.5,2305,0.79,0.51,-0.33,15.16,-8.5,8.91,-8.17,10.47,-6.05,32,0.03,0.16,2.89,5,625.9,-621.3,4.2,-74.6,11.78,52911.0,228.76,-33.26,-15.86,9.47,-0.57,1.11,0.11,40,40,1,1998-05-02 06:45:00,1,1,621.3,5
1998,122,9,10,5,0,0.6,1954,0.58,0.76,0.28,13.58,-6.19,7.73,-8.52,8.85,-7.36,14,0.02,0.54,3.3,5,596.4,-595.6,15.4,-25.9,12.05,67512.0,228.72,-33.19,-15.92,9.64,-0.73,0.42,0.22,59,59,1,1998-05-02 09:10:00,1,1,595.6,5
1998,122,9,15,5,0,0.5,1909,0.57,0.77,0.29,14.21,-9.31,8.29,-3.29,8.67,-2.11,37,0.01,0.64,5.78,5,611.4,-610.5,20.3,-25.5,11.87,38020.0,228.72,-33.19,-15.92,10.14,-0.84,0.46,0.19,79,79,1,1998-05-02 09:15:00,1,1,610.5,5
1998,122,9,30,5,0,0.6,1704,0.45,0.78,0.44,10.35,-1.36,4.71,-7.61,5.68,-6.91,21,0.02,1.38,4.64,5,622.2,-621.1,26.0,-24.4,15.25,81030.0,228.72,-33.18,-15.93,9.11,-0.82,0.34,0.09,88,88,1,1998-05-02 09:30:00,1,1,621.1,5
1998,122,9,35,5,0,1.0,1698,0.47,0.77,0.43,9.37,-1.27,5.49,-7.44,6.42,-6.65,35,0.03,0.09,0.66,5,625.5,-624.8,18.8,-22.5,17.73,88271.0,228.72,-33.17,-15.93,8.95,-0.69,0.32,0.04,44,44,1,1998-05-02 09:35:00,1,1,624.8,5
1998,122,9,40,5,0,0.9,1816,0.54,0.74,0.4,9.34,-2.23,5.46,-7.04,6.33,-6.27,46,0.04,0.32,1.02,4,624.2,-623.6,20.0,-19.5,15.6,90843.0,228.7,-33.17,-15.93,9.17,-0.73,0.28,0.06,38,32,1,1998-05-02 09:40:00,1,1,623.6,5
1998,122,9,45,5,0,0.9,1926,0.62,0.7,0.36,9.22,-2.53,5.44,-6.66,6.25,-5.9,26,0.02,0.18,1.8,5,625.0,-624.3,24.2,-14.1,15.04,92917.0,228.7,-33.17,-15.94,9.29,-0.8,0.22,0.09,53,53,1,1998-05-02 09:45:00,1,1,624.3,5
1998,122,12,40,5,0,0.9,2024,0.71,0.64,0.31,13.98,-1.52,7.63,-11.58,9.19,-10.38,9,0.02,0.1,0.49,5,621.0,-620.1,27.4,-18.0,13.68,26114.0,228.65,-33.08,-16.0,8.83,-0.81,0.26,0.05,65,65,1,1998-05-02 12:40:00,1,1,620.1,5
1998,122,12,45,5,20,1.0,2070,0.75,0.58,0.26,14.3,-1.49,7.74,-11.9,9.37,-10.67,46,0.13,0.23,0.57,4,619.7,-619.1,25.8,-13.3,14.15,28085.0,228.65,-33.08,-16.01,8.87,-0.79,0.2,0.02,32,32,1,1998-05-02 12:45:00,1,1,619.1,5
1998,122,12,50,4,0,1.0,2239,0.98,0.19,0.01,14.56,-1.41,6.89,-12.73,8.67,-11.59,4,0.03,0.02,0.46,4,617.4,-616.9,21.6,-13.2,11.98,27203.0,228.65,-33.08,-16.01,8.93,-0.74,0.19,0.03,59,59,1,1998-05-02 12:50:00,1,1,616.9,5
1998,122,12,55,5,63,1.0,2275,0.99,0.08,-0.04,14.61,-0.72,6.61,-13.0,8.45,-11.89,22,0.09,0.04,0.44,5,613.7,-613.4,15.5,-13.2,11.52,28244.0,228.65,-33.08,-16.01,8.99,-0.66,0.19,0.02,48,48,1,1998-05-02 12:55:00,1,1,613.4,5
1998,122,13,0,5,100,9.9,2297,0.99,-0.03,-0.07,14.13,-1.01,5.59,-12.92,7.46,-11.94,4,0.02,0.28,0.71,5,615.4,-615.2,9.4,-11.1,13.76,31748.0,228.65,-33.08,-16.01,8.7,-0.56,0.17,0.04,57,57,1,1998-05-02 13:00:00,1,1,615.2,5
1998,122,13,5,5,100,9.9,2305,0.99,-0.09,-0.05,14.48,-0.75,5.11,-13.42,7.09,-12.49,4,0.02,0.13,1.28,5,614.7,-614.3,15.7,-14.7,12.11,27246.0,228.65,-33.07,-16.01,8.81,-0.66,0.22,0.05,58,58,1,1998-05-02 13:05:00,1,1,614.3,5
1998,122,13,10,5,100,9.9,2303,0.98,-0.15,-0.04,14.24,0.51,6.66,-12.52,8.52,-11.35,6,0.01,0.26,0.78,5,616.8,-616.3,18.4,-15.0,12.19,23585.0,228.64,-33.07,-16.01,8.97,-0.69,0.21,0.06,59,59,1,1998-05-02 13:10:00,1,1,616.3,5
1998,122,13,15,5,55,1.0,2314,0.98,-0.2,-0.02,14.68,1.09,5.4,-13.54,7.45,-12.53,6,0.02,0.18,1.17,5,617.3,-617.0,8.1,-17.1,12.08,18216.0,228.64,-33.07,-16.02,8.84,-0.53,0.24,0.06,57,57,1,1998-05-02 13:15:00,1,1,617.0,5
1998,122,13,20,5,0,1.0,2329,0.97,-0.25,-0.02,14.75,1.6,4.54,-13.87,6.69,-12.97,7,0.02,0.25,1.12,5,614.9,-614.5,10.8,-15.7,12.13,18343.0,228.64,-33.06,-16.02,8.83,-0.59,0.22,0.07,57,57,1,1998-05-02 13:20:00,1,1,614.5,5
1998,122,13,25,5,13,0.8,2322,0.97,-0.23,-0.0,13.97,0.77,3.63,-12.94,5.68,-12.18,13,0.05,0.33,3.38,5,615.7,-615.4,10.3,-12.4,14.72,27604.0,228.64,-33.06,-16.02,8.57,-0.57,0.17,0.09,67,67,1,1998-05-02 13:25:00,1,1,615.4,5
1998,122,13,30,5,33,0.0,2067,0.71,0.52,0.37,13.71,2.27,5.51,-12.14,7.44,-11.07,63,0.2,0.26,1.9,5,612.4,-611.8,25.4,-7.6,14.53,31198.0,228.64,-33.06,-16.03,8.84,-0.8,0.12,0.1,121,121,1,1998-05-02 13:30:00,1,1,611.8,5
1998,122,13,40,5,83,1.0,1972,0.62,0.62,0.41,13.54,3.9,3.71,-12.41,5.77,-11.6,14,0.04,0.11,0.2,5,611.6,-610.8,23.2,-18.4,11.14,16928.0,228.64,-33.05,-16.03,9.15,-0.79,0.28,0.06,59,59,1,1998-05-02 13:40:00,1,1,610.8,5
1998,122,20,40,3,81,1.0,1487,0.34,0.38,0.86,11.09,9.97,1.12,-4.61,3.12,-3.57,3,0.0,0.03,0.32,3,559.3,-558.6,-1.8,-27.9,10.96,11875.0,228.5,-32.84,-16.2,10.35,-0.5,0.51,0.09,74,74,1,1998-05-02 20:40:00,1,1,558.6,5
1998,124,2,45,5,0,0.4,2706,0.62,-0.51,0.6,8.98,0.96,-5.48,-5.82,-2.83,-7.48,133,0.04,1.51,3.44,5,535.9,-535.4,-15.1,5.3,11.64,169972.0,227.96,-31.92,-16.88,10.44,-0.27,-0.17,0.45,92,92,1,1998-05-04 02:45:00,1,1,535.4,5
1998,124,2,50,5,0,0.7,2716,0.45,-0.63,0.63,10.0,3.05,-5.24,-7.71,-1.91,-9.12,114,0.06,1.66,2.34,5,537.5,-537.0,-15.2,2.9,11.19,189671.0,227.96,-31.92,-16.88,10.14,-0.28,-0.03,0.32,88,5,1,1998-05-04 02:50:00,1,1,537.0,5
1998,124,2,55,5,0,0.9,2635,0.37,-0.7,0.61,8.94,3.37,-3.88,-6.63,-1.09,-7.6,12,0.02,1.98,3.18,5,542.6,-542.5,-5.8,-8.5,14.55,190440.0,227.96,-31.91,-16.88,9.81,-0.46,0.13,0.06,63,63,1,1998-05-04 02:55:00,1,1,542.5,5
1998,124,3,0,5,0,0.7,2255,0.51,-0.59,0.62,16.54,-6.76,-10.08,-2.02,-8.6,-5.64,219,0.1,6.69,8.9,5,604.9,-602.3,32.4,-23.9,16.95,255896.0,227.95,-31.9,-16.89,9.86,-0.9,0.4,0.7,151,111,1,1998-05-04 03:00:00,1,1,602.3,5
1998,124,3,5,5,0,0.6,2128,0.54,-0.54,0.64,21.65,-8.99,-17.66,-7.47,-13.64,-13.48,121,0.03,6.17,6.68,5,590.4,-588.7,8.8,-30.8,18.01,208401.0,227.96,-31.91,-16.89,9.59,-0.73,0.58,0.57,103,65,1,1998-05-04 03:05:00,1,1,588.7,5
1998,124,3,10,5,0,0.7,1819,0.55,-0.54,0.64,34.02,-16.05,-28.57,-8.51,-23.45,-18.4,165,0.03,6.01,6.57,5,682.5,-679.2,48.1,-36.3,11.92,231579.0,227.95,-31.9,-16.89,9.93,-1.17,0.45,0.2,101,75,1,1998-05-04 03:10:00,1,1,679.2,5
1998,124,3,15,5,0,0.9,1763,0.53,-0.53,0.67,33.19,-7.85,-25.01,-15.12,-17.81,-23.18,44,0.01,2.78,12.53,5,682.3,-677.9,49.7,-53.1,13.01,261071.0,227.95,-31.9,-16.89,8.67,-0.97,0.72,0.23,73,73,1,1998-05-04 03:15:00,1,1,677.9,5
1998,124,3,20,5,0,1.0,1655,0.49,-0.55,0.67,33.04,1.51,-24.08,-20.23,-15.18,-27.54,16,0.03,2.35,9.0,5,749.0,-746.4,41.3,-47.1,11.28,348806.0,227.95,-31.89,-16.9,8.29,-0.79,0.52,0.25,70,70,1,1998-05-04 03:20:00,1,1,746.4,5
1998,124,5,25,5,0,0.8,1908,0.75,-0.44,0.49,34.98,-18.54,-23.71,4.36,-24.01,-2.11,74,0.02,1.14,13.59,5,743.3,-734.6,-85.6,-64.6,11.59,622497.0,227.92,-31.83,-16.94,10.35,0.84,0.93,0.46,91,88,1,1998-05-04 05:25:00,1,1,734.6,5
1998,124,5,35,5,91,0.0,1829,0.79,-0.09,-0.05,32.3,-1.9,-25.89,-18.75,-20.17,-24.81,17,0.3,3.03,4.04,4,779.6,-778.3,35.2,13.5,19.8,606810.0,227.91,-31.82,-16.95,7.18,-0.63,-0.1,0.14,55,55,1,1998-05-04 05:35:00,1,1,778.3,5
1998,124,5,40,5,86,0.5,1894,0.61,0.39,-0.62,20.04,-5.72,-5.98,-13.63,-2.31,-14.71,18,0.13,2.19,9.84,5,764.7,-761.4,63.3,29.6,40.28,595646.0,227.9,-31.82,-16.95,6.84,-0.82,-0.27,0.24,54,54,1,1998-05-04 05:40:00,1,1,761.4,5
1998,124,5,45,5,30,0.7,1787,0.38,0.6,-0.69,22.54,-5.96,-15.42,-13.42,-11.56,-16.87,31,0.06,0.97,4.59,5,764.0,-762.4,34.3,30.8,39.69,543908.0,227.9,-31.82,-16.95,6.89,-0.59,-0.28,0.12,70,70,1,1998-05-04 05:45:00,1,1,762.4,5
1998,124,6,10,5,76,0.3,1887,0.46,-0.74,-0.06,12.79,9.11,5.11,-5.8,6.31,-4.45,11,0.28,1.82,3.49,5,756.0,-750.1,71.8,59.9,37.39,628747.0,227.9,-31.8,-16.96,7.7,-1.05,-0.63,0.1,58,58,1,1998-05-04 06:10:00,1,1,750.1,5
1998,124,6,35,5,3,1.0,1910,0.65,-0.65,0.25,22.92,0.09,-1.04,-1.92,-0.61,-2.09,91,0.16,1.36,20.95,5,756.0,-752.1,-15.8,-71.7,14.93,754398.0,227.88,-31.79,-16.97,9.12,-0.13,0.91,0.33,98,98,1,1998-05-04 06:35:00,1,1,752.1,5
1998,124,6,40,5,34,0.7,1923,0.57,-0.66,0.29,23.96,-12.5,-16.91,-10.69,-14.28,-14.02,68,0.15,1.47,1.96,4,767.5,-760.5,-35.6,-94.7,14.83,751740.0,227.88,-31.79,-16.97,8.49,0.09,1.11,0.3,51,29,1,1998-05-04 06:40:00,1,1,760.5,5
1998,124,6,45,5,0,0.5,1930,0.4,-0.73,0.55,19.66,-12.63,-12.68,-7.45,-10.85,-9.92,40,0.03,0.53,2.31,4,747.3,-740.2,-47.4,-90.7,13.33,815289.0,227.88,-31.79,-16.97,9.02,0.24,1.13,0.1,25,25,1,1998-05-04 06:45:00,1,1,740.2,5
1998,124,6,55,5,0,0.9,1872,0.36,-0.81,0.46,11.06,-0.56,-1.64,-4.48,-0.69,-4.71,35,0.04,2.43,8.4,5,740.7,-738.8,20.1,-49.1,32.98,457694.0,227.88,-31.78,-16.97,7.87,-0.53,0.51,0.2,47,43,1,1998-05-04 06:55:00,1,1,738.8,5
1998,124,7,5,5,83,0.5,1960,0.43,-0.77,0.44,14.25,-0.82,-2.33,-1.96,-1.9,-2.38,32,0.04,5.15,12.71,5,746.5,-744.6,-4.5,-42.0,13.59,699052.0,227.88,-31.78,-16.98,9.08,-0.27,0.63,0.24,78,78,1,1998-05-04 07:05:00,1,1,744.6,5
1998,124,10,5,5,32,0.3,1413,0.44,0.16,0.88,13.59,6.55,10.26,-5.22,10.8,-4.0,50,0.05,1.01,1.94,3,752.9,-752.5,2.8,-20.6,19.95,160121.0,227.82,-31.68,-17.05,8.57,-0.39,0.19,0.04,58,54,1,1998-05-04 10:05:00,1,1,752.5,5
1998,124,10,10,5,100,9.9,1618,0.58,0.05,0.66,11.25,1.9,9.58,-4.7,10.06,-3.57,56,0.11,1.22,2.95,3,764.2,-764.0,5.1,-11.8,18.92,164143.0,227.82,-31.68,-17.05,8.64,-0.39,0.13,0.0,17,13,1,1998-05-04 10:10:00,1,1,764.0,5
1998,124,10,50,5,0,0.7,1451,0.29,-0.12,0.95,18.59,16.87,5.19,-4.78,5.7,-4.17,15,0.01,2.12,3.27,4,743.8,-743.6,-12.5,-5.4,12.46,122418.0,227.81,-31.65,-17.06,9.25,-0.28,0.06,0.08,61,61,1,1998-05-04 10:50:00,1,1,743.6,5
1998,124,10,55,5,50,1.0,1455,0.29,-0.07,0.93,20.45,18.61,6.87,-4.79,7.36,-4.0,20,0.03,0.1,1.07,5,741.5,-741.3,-19.5,-0.9,12.68,88438.0,227.81,-31.65,-17.07,9.37,-0.14,0.02,0.03,61,61,1,1998-05-04 10:55:00,1,1,741.3,5
1998,124,11,0,5,100,9.9,1554,0.29,-0.15,0.79,20.44,19.28,5.24,-4.23,5.69,-3.62,50,0.05,0.01,0.6,4,740.8,-740.7,-11.6,-7.0,13.53,133535.0,227.81,-31.65,-17.07,9.35,-0.23,0.08,0.01,27,27,1,1998-05-04 11:00:00,1,1,740.7,5
1998,124,11,5,5,100,9.9,1748,0.28,-0.25,0.66,20.44,18.64,5.96,-5.88,6.59,-5.18,56,0.05,0.06,0.45,1,737.6,-737.4,-15.4,1.9,14.82,112500.0,227.81,-31.65,-17.07,9.09,-0.2,0.01,0.01,18,18,1,1998-05-04 11:05:00,1,1,737.4,5
1998,124,11,10,5,100,9.9,1941,0.28,-0.36,0.53,20.54,18.77,5.67,-6.07,6.31,-5.4,55,0.05,0.09,0.39,3,738.4,-738.2,-15.9,5.8,13.71,111233.0,227.81,-31.65,-17.07,9.13,-0.16,-0.08,0.01,23,23,1,1998-05-04 11:10:00,1,1,738.2,5
1998,124,11,15,5,100,9.9,2149,0.28,-0.46,0.41,20.54,17.98,7.12,-6.84,7.85,-6.0,62,0.04,0.11,0.75,3,735.0,-734.6,-21.9,10.3,13.28,96007.0,227.81,-31.65,-17.07,9.1,-0.08,-0.15,0.0,15,15,1,1998-05-04 11:15:00,1,1,734.6,5
1998,124,11,20,5,100,9.9,2340,0.28,-0.56,0.28,20.29,17.27,7.31,-7.67,8.13,-6.79,56,0.05,0.08,0.75,3,736.1,-735.5,-25.5,15.8,13.38,80000.0,227.81,-31.65,-17.07,8.98,-0.05,-0.21,0.01,23,23,1,1998-05-04 11:20:00,1,1,735.5,5
1998,124,11,25,5,100,9.9,2526,0.27,-0.68,0.12,20.44,16.21,7.91,-9.52,8.94,-8.55,55,0.06,0.12,0.83,3,729.5,-728.9,-25.6,16.7,13.23,82180.0,227.81,-31.65,-17.07,8.78,-0.06,-0.21,0.03,22,22,1,1998-05-04 11:25:00,1,1,728.9,5
1998,124,11,30,5,89,1.0,2638,0.27,-0.84,-0.07,20.27,17.06,6.56,-8.35,7.47,-7.55,22,0.09,0.04,1.61,5,723.9,-723.5,-14.1,15.9,13.13,138311.0,227.81,-31.65,-17.07,9.0,-0.2,-0.16,0.14,57,57,1,1998-05-04 11:30:00,1,1,723.5,5
1998,124,11,35,5,3,0.7,2423,0.28,-0.89,0.11,20.77,19.2,5.62,-4.6,6.1,-3.92,170,0.24,0.16,2.37,5,733.8,-733.7,-3.9,6.6,12.07,146767.0,227.81,-31.64,-17.07,9.5,-0.35,-0.09,0.2,153,153,1,1998-05-04 11:35:00,1,1,733.7,5
1998,124,11,40,4,0,0.8,2036,0.29,-0.69,0.67,20.71,19.16,1.79,-7.48,2.64,-7.23,24,0.04,0.08,1.13,5,737.6,-737.4,7.2,14.4,11.51,280481.0,227.81,-31.63,-17.08,9.24,-0.48,-0.18,0.06,118,118,1,1998-05-04 11:40:00,1,1,737.4,5
